sampleID,dateTime,sourceCode,latitude,longitude,altitude,speed,heading,linkPVID,direction,distFromRef,distFromLink
3496,6/12/2009 6:16:44 AM,13,51.4972617477179,9.38775703310966,202,15,270,567329767,B,0.034162018486154626,0.034162018486154626
3496,6/12/2009 6:16:49 AM,13,51.4971753302962,9.38742351718247,200,15,231,567329767,B,0.042346737181523875,0.042346737181523875
3496,6/12/2009 6:16:54 AM,13,51.4969498571008,9.3873564619571,199,19,176,567329767,B,0.016854471790478786,0.016854471790478786
3496,6/12/2009 6:17:00 AM,13,51.4967702329159,9.38704147003591,198,24,252,567329767,B,0.01955655209624551,0.01955655209624551
3496,6/12/2009 6:17:05 AM,13,51.4966841507703,9.38654559664428,199,24,254,567329767,B,0.01139884541343959,0.01139884541343959
3496,6/12/2009 6:17:10 AM,13,51.4966936223209,9.38618022948503,200,6,251,62007637,B,0.013093766986469368,0.013093766986469368
3496,6/12/2009 6:17:15 AM,13,51.4966355357319,9.38613329082727,199,7,248,62007637,B,0.009102818086517288,0.009102818086517288
3496,6/12/2009 6:17:21 AM,13,51.4964812248945,9.3857971765101,201,22,239,62007637,B,0.0319056552327,0.0319056552327
3496,6/12/2009 6:17:26 AM,13,51.4963823184371,9.385239277035,205,26,247,62007648,B,0.025003936856243542,0.025003936856243542
3496,6/12/2009 6:17:31 AM,13,51.4963205438107,9.38492327928543,208,13,305,62007648,B,0.003529261205944128,0.003529261205944128
3496,6/12/2009 6:17:35 AM,13,51.4965076278895,9.38486502505839,207,26,345,62007648,B,0.02440960924356387,0.02440960924356387
3496,6/12/2009 6:17:41 AM,13,51.4969243761152,9.38465313054621,208,31,343,62007648,B,0.07275695333120953,0.07275695333120953
3496,6/12/2009 6:17:46 AM,13,51.497267531231,9.38445162959397,211,27,340,62007648,B,0.11324397014571216,0.11324397014571216
3496,6/12/2009 6:17:51 AM,13,51.4975834451616,9.38428876921535,210,24,344,62007648,B,0.1501269720244118,0.1501269720244118
3496,6/12/2009 6:17:56 AM,13,51.4977281168103,9.38423856161535,211,5,342,78670329,B,0.14737308207588298,0.14737308207588298
3496,6/12/2009 6:18:01 AM,13,51.4977094251662,9.38424132764339,211,2,134,78670329,B,0.14922410052197735,0.14922410052197735
3496,6/12/2009 6:18:06 AM,13,51.4976858720183,9.38425892964005,209,1,162,78670329,B,0.15208744589270115,0.15208744589270115
3496,6/12/2009 6:18:11 AM,13,51.4976861234754,9.38426261767745,207,0,172,78670329,B,0.15220102920418566,0.15220102920418566
4552,6/13/2009 11:47:18 AM,13,53.0649776291102,8.7916564475745,42,23,44,51881672,B,0.013747195090701738,0.013747195090701738
4552,6/13/2009 11:47:23 AM,13,53.0652430839837,8.79210613667965,42,31,45,51881672,B,0.04866848365908364,0.04866848365908364
4552,6/13/2009 11:47:28 AM,13,53.0655488558114,8.79261458292603,42,40,44,51881767,B,0.02203332463323876,0.02203332463323876
4552,6/13/2009 11:47:33 AM,13,53.0658806953579,8.79314633086324,42,0,360,51881767,B,0.03672685614663946,0.03672685614663946
4552,6/13/2009 11:47:38 AM,13,53.0661107786,8.79338429309428,42,4,35,51881767,B,0.0375359493215278,0.0375359493215278
4552,6/13/2009 11:47:43 AM,13,53.0661121197045,8.79340943880379,41,1,322,51881767,B,0.03649177969214355,0.03649177969214355
4552,6/13/2009 11:47:48 AM,13,53.0661043245345,8.79342829808593,41,0,153,51881767,B,0.03658724964818599,0.03658724964818599
4552,6/13/2009 11:47:53 AM,13,53.0661084316671,8.79343114793301,42,0,313,51881767,B,0.036096311976028646,0.036096311976028646
4552,6/13/2009 11:47:58 AM,13,53.0661118682474,8.79342947155237,41,0,310,51881767,B,0.035821756684400456,0.035821756684400456
4552,6/13/2009 11:48:03 AM,13,53.0661351699382,8.79340591840446,41,1,152,51881767,B,0.034482106512512975,0.034482106512512975
4552,6/13/2009 11:48:08 AM,13,53.0661274585873,8.79342058673501,41,1,320,51881767,B,0.03465240929093017,0.03465240929093017
4552,6/13/2009 11:48:13 AM,13,53.0661871377379,8.79351647570729,41,16,39,51881767,B,0.025674795649006914,0.025674795649006914
4552,6/13/2009 11:48:18 AM,13,53.0666204821318,8.79361814819276,42,57,359,51881767,B,0.026205474485828367,0.026205474485828367
4552,6/13/2009 11:48:24 AM,13,53.0670945625752,8.7941637262702,42,41,40,51881764,B,0.08251199113804517,0.08251199113804517
4552,6/13/2009 11:48:29 AM,13,53.0673750210553,8.79479044117033,42,29,47,51881768,B,0.059302265860728794,0.059302265860728794
4552,6/13/2009 11:48:34 AM,13,53.0673813913018,8.79505782388151,41,1,19,51881768,B,0.04399137163402107,0.04399137163402107
4552,6/13/2009 11:48:39 AM,13,53.0673030205071,8.79521607421339,41,10,44,51881768,B,0.04337199952598902,0.04337199952598902
4552,6/13/2009 11:48:44 AM,13,53.0675446707755,8.79552595317364,43,27,42,51881768,B,0.009934103733759744,0.009934103733759744
4552,6/13/2009 11:48:49 AM,13,53.0678917653859,8.7960544321686,45,43,40,51881768,B,0.04352953340160585,0.04352953340160585
4552,6/13/2009 11:48:55 AM,13,53.0683772452176,8.79675457254052,45,0,360,51881825,B,0.0252564075231118,0.0252564075231118
4552,6/13/2009 11:49:01 AM,13,53.06889901869,8.79764372482896,45,49,48,51881938,B,0.015211775832572546,0.015211775832572546
4552,6/13/2009 11:49:06 AM,13,53.0692228954285,8.79844042472541,46,37,64,811768915,F,0.008665201702893642,0.008665201702893642
4552,6/13/2009 11:49:11 AM,13,53.0692765396088,8.798737982288,47,3,70,811768917,B,0.00040770913966142367,0.00040770913966142367
4552,6/13/2009 11:49:16 AM,13,53.0692778807133,8.79874393343925,47,0,144,811768917,B,0.0003529812578317465,0.0003529812578317465
4552,6/13/2009 11:49:21 AM,13,53.0692763719708,8.79875105805695,46,0,205,811768917,B,0.000841770398617271,0.000841770398617271
4552,6/13/2009 11:49:26 AM,13,53.0692756175995,8.79875374026597,46,0,209,811768917,B,0.0010393250450507305,0.0010393250450507305
4552,6/13/2009 11:49:31 AM,13,53.0692748632282,8.79875466227531,46,0,200,811768917,B,0.0011339659579669072,0.0011339659579669072
4552,6/13/2009 11:49:36 AM,13,53.0692741926759,8.79875499755144,46,0,185,811768917,B,0.001192058740725379,0.001192058740725379
4552,6/13/2009 11:49:41 AM,13,53.0692740250379,8.79875558428466,46,0,199,811768917,B,0.0012351195940333575,0.0012351195940333575
4552,6/13/2009 11:49:46 AM,13,53.0692740250379,8.79875608719885,46,0,177,811768917,B,0.0012635740206443419,0.0012635740206443419
4552,6/13/2009 11:49:51 AM,13,53.069274276495,8.79875633865595,46,0,196,811768917,B,0.0012635837336013253,0.0012635837336013253
4552,6/13/2009 11:49:56 AM,13,53.069274360314,8.79875642247498,46,0,190,811768917,B,0.0012637740896436548,0.0012637740896436548
4552,6/13/2009 11:50:01 AM,13,53.0692790541798,8.79877863451838,46,4,74,811768917,B,0.0025833660054085153,0.0025833660054085153
4552,6/13/2009 11:50:06 AM,13,53.0693543236703,8.7991700693965,49,22,71,778526449,B,0.008640498579682793,0.008640498579682793
4552,6/13/2009 11:50:11 AM,13,53.0695726722479,8.79954071715474,49,26,26,51881935,F,0.006288918729193901,0.006288918729193901
4552,6/13/2009 11:50:16 AM,13,53.0699583236128,8.79976945929229,49,42,11,51881935,F,0.011624256793291425,0.011624256793291425
4552,6/13/2009 11:50:21 AM,13,53.0704120360315,8.8001421187073,49,40,40,67948522,F,0.004250087212793423,0.004250087212793423
4552,6/13/2009 11:50:27 AM,13,53.0709172971547,8.8008675724268,49,0,360,586485420,F,0.01328158019611943,0.01328158019611943
4552,6/13/2009 11:50:32 AM,13,53.0712663196027,8.80160635337234,48,46,56,51883233,F,0.009482455696550809,0.009482455696550809
4552,6/13/2009 11:50:37 AM,13,53.0715834908187,8.80245342850685,49,43,58,67948960,F,0.01292835728624255,0.01292835728624255
4552,6/13/2009 11:50:42 AM,13,53.0718574952334,8.80319648422301,50,37,59,67948960,F,0.01610066573289388,0.01610066573289388
4552,6/13/2009 11:50:47 AM,13,53.0721090361476,8.80376351997256,51,32,48,67948524,F,0.012334665242383604,0.012334665242383604
4552,6/13/2009 11:50:52 AM,13,53.0724189989269,8.8043109420687,50,38,46,51883237,F,0.011464769497050581,0.011464769497050581
4552,6/13/2009 11:50:57 AM,13,53.0727158859372,8.80485853180289,51,32,51,51883238,F,0.0062836531070083225,0.0062836531070083225
4552,6/13/2009 11:51:02 AM,13,53.0729596316814,8.80532129667699,51,29,50,51883238,F,0.008870674245038068,0.008870674245038068
4552,6/13/2009 11:51:07 AM,13,53.0731648206711,8.80572563968599,51,19,52,51883238,F,0.005032150130850665,0.005032150130850665
4552,6/13/2009 11:51:12 AM,13,53.0732516571879,8.8059376180172,51,7,62,572204412,F,0.0057440271585208315,0.0057440271585208315
4552,6/13/2009 11:51:17 AM,13,53.0732684209943,8.80600442178547,49,2,79,572204412,F,0.008651421028869495,0.008651421028869495
4552,6/13/2009 11:51:22 AM,13,53.0732721928507,8.80601104348898,48,1,80,572204412,F,0.008975511498424875,0.008975511498424875
4552,6/13/2009 11:51:25 AM,13,53.0732836760581,8.80612403154373,49,15,86,51883362,T,0.009260802285459236,0.009260802285459236
4552,6/13/2009 11:51:30 AM,13,53.0731548462063,8.80657011643052,48,31,125,51883362,T,0.010294318323313349,0.010294318323313349
4552,6/13/2009 11:51:36 AM,13,53.0728358309716,8.80716774612665,47,44,133,67948946,T,0.005391416190373491,0.005391416190373491
4552,6/13/2009 11:51:41 AM,13,53.0724621657282,8.80790216848254,48,46,127,51883371,F,0.011371272628814008,0.011371272628814008
4552,6/13/2009 11:51:46 AM,13,53.0721492692828,8.80871479399502,49,47,116,811593144,B,0.008400570438476711,0.008400570438476711
4552,6/13/2009 11:51:51 AM,13,53.0719247180969,8.8096193689853,49,45,108,67948530,T,0.012081743953477291,0.012081743953477291
4552,6/13/2009 11:51:56 AM,13,53.0718413181603,8.81029268726707,47,15,97,51883887,F,0.006835296389780272,0.006835296389780272
4552,6/13/2009 11:52:01 AM,13,53.0718400608748,8.81040466949344,46,0,241,51883887,F,0.007950485267623127,0.007950485267623127
4552,6/13/2009 11:52:06 AM,13,53.0718455929309,8.81041321903467,46,0,129,51883887,F,0.007112290627838413,0.007112290627838413
4552,6/13/2009 11:52:11 AM,13,53.0718491971493,8.81041724234819,47,0,160,51883887,F,0.006641616230861832,0.006641616230861832
4552,6/13/2009 11:52:16 AM,13,53.0718514602631,8.81041891872883,47,0,212,51883887,F,0.006389076511113858,0.006389076511113858
4552,6/13/2009 11:52:21 AM,13,53.0718523822725,8.81041984073818,47,0,180,51883887,F,0.006274803507118767,0.006274803507118767
4552,6/13/2009 11:52:26 AM,13,53.0718501191586,8.81060868501663,50,16,88,51883890,T,0.008929339420691986,0.008929339420691986
4553,6/13/2009 11:41:05 AM,13,53.0478754453361,8.81897742860019,42,0,103,51867694,F,0.005143476952664139,0.005143476952664139
4553,6/13/2009 11:41:10 AM,13,53.0479937978089,8.81909016519785,37,20,24,51867695,F,0.007178897229368459,0.007178897229368459
4553,6/13/2009 11:41:15 AM,13,53.0483210273087,8.81919678300619,38,27,352,762732449,T,0.0017946625481237873,0.0017946625481237873
4553,6/13/2009 11:41:20 AM,13,53.0485489312559,8.81870702840388,37,35,296,554728228,F,0.0038201817788474654,0.0038201817788474654
4553,6/13/2009 11:41:25 AM,13,53.0487602390349,8.81794947199523,37,44,296,554728228,F,0.018386961363234647,0.018386961363234647
4553,6/13/2009 11:41:30 AM,13,53.0490146297961,8.81709242239594,39,46,295,554728228,F,0.005890569032899683,0.005890569032899683
4553,6/13/2009 11:41:35 AM,13,53.0492662545294,8.81620628759265,35,47,294,51867758,T,0.02552722116969779,0.02552722116969779
4553,6/13/2009 11:41:40 AM,13,53.0494936555624,8.81534663960338,36,44,292,762732449,T,0.02103607489246,0.02103607489246
4553,6/13/2009 11:41:45 AM,13,53.0497347190976,8.81445187143981,34,49,295,554728186,T,0.015029450626901985,0.015029450626901985
4553,6/13/2009 11:41:50 AM,13,53.0499960668385,8.81347361952066,29,54,295,586525585,T,0.008638729939993648,0.008638729939993648
4553,6/13/2009 11:41:55 AM,13,53.0502773635089,8.81245404481888,24,54,294,51867645,F,0.005617144204302811,0.005617144204302811
4553,6/13/2009 11:42:00 AM,13,53.0505824647844,8.81147512234747,23,52,297,762732456,B,0.0004259188438371882,0.0004259188438371882
4553,6/13/2009 11:42:05 AM,13,53.0508411303163,8.8106014765799,24,45,297,51866678,B,0.01215716857811646,0.01215716857811646
4553,6/13/2009 11:42:10 AM,13,53.051073057577,8.80988029763103,31,28,291,51866678,B,0.0015612998633580595,0.0015612998633580595
4553,6/13/2009 11:42:15 AM,13,53.0511994566768,8.80948903039098,31,14,306,51866677,B,0.008656650956547206,0.008656650956547206
4553,6/13/2009 11:42:20 AM,13,53.0512793362141,8.80921695381403,30,15,288,51866677,B,0.011601788606273335,0.011601788606273335
4553,6/13/2009 11:42:25 AM,13,53.0513852834702,8.80902852863073,34,3,290,799517966,B,0.006672462027349822,0.006672462027349822
4553,6/13/2009 11:42:30 AM,13,53.0514110997319,8.80899097770453,37,0,252,799517966,B,0.006238126827836455,0.006238126827836455
4553,6/13/2009 11:42:35 AM,13,53.0514107644558,8.80898913368583,35,0,47,799517966,B,0.006133297499371156,0.006133297499371156
4553,6/13/2009 11:42:40 AM,13,53.0514387600124,8.80883859470487,33,15,303,799517966,B,0.010202259287516238,0.010202259287516238
4553,6/13/2009 11:42:45 AM,13,53.0516051407903,8.80850097164512,34,26,303,799517966,B,0.011717448120044674,0.011717448120044674
4553,6/13/2009 11:42:50 AM,13,53.05175752379,8.80794893950224,34,31,290,799517967,B,0.015433586964998913,0.015433586964998913
4553,6/13/2009 11:42:55 AM,13,53.0519227311015,8.8073153514415,34,40,309,51865408,B,0.012851801819031209,0.012851801819031209
4553,6/13/2009 11:43:00 AM,13,53.0521656386554,8.80639242008328,33,53,291,51865408,B,0.0083366745617588,0.0083366745617588
4553,6/13/2009 11:43:05 AM,13,53.0524122342467,8.80545205436647,33,0,360,51865408,B,0.06046161152968106,0.06046161152968106
4553,6/13/2009 11:43:11 AM,13,53.0527941975743,8.80453834310174,37,42,306,762732451,B,0.011591750699885418,0.011591750699885418
4553,6/13/2009 11:43:16 AM,13,53.0530851334333,8.80381666123867,37,43,307,762732451,B,0.02418148827397545,0.02418148827397545
4553,6/13/2009 11:43:21 AM,13,53.0533996224403,8.80307176150382,37,44,305,762732452,B,0.07867531920177538,0.07867531920177538
4553,6/13/2009 11:43:26 AM,13,53.0537148658186,8.80227925255895,39,44,309,762732452,B,0.015158822522509021,0.015158822522509021
4553,6/13/2009 11:43:31 AM,13,53.0540206376463,8.80160341970623,41,41,310,51882111,B,0.03490559218695048,0.03490559218695048
4553,6/13/2009 11:43:36 AM,13,53.0543767847121,8.80106714554131,41,31,317,51882111,B,0.019564614771078175,0.019564614771078175
4553,6/13/2009 11:43:41 AM,13,53.0546383839101,8.80060253664851,41,32,315,51882112,B,0.008307763110458026,0.008307763110458026
4553,6/13/2009 11:43:46 AM,13,53.0549227818847,8.80007581785321,39,34,312,51882046,B,0.00866333010414243,0.00866333010414243
4553,6/13/2009 11:43:51 AM,13,53.0552369356155,8.79942446015775,38,43,308,762732454,B,0.0047119950521424085,0.0047119950521424085
4553,6/13/2009 11:43:56 AM,13,53.0555756483227,8.79874477162957,39,40,313,762732447,B,0.0010483057193976745,0.0010483057193976745
4553,6/13/2009 11:44:01 AM,13,53.0558974295855,8.7981438729912,39,37,313,762732448,B,0.00363138525899946,0.00363138525899946
4553,6/13/2009 11:44:06 AM,13,53.0562272574753,8.79758262075484,39,37,315,762732458,B,0.017586376741055853,0.017586376741055853
4553,6/13/2009 11:44:11 AM,13,53.0565878469497,8.79698934964836,39,43,315,762732458,B,0.01856867955796594,0.01856867955796594
4553,6/13/2009 11:44:16 AM,13,53.056993028149,8.79633422009647,40,46,316,719953785,B,0.005240798695705112,0.005240798695705112
4553,6/13/2009 11:44:21 AM,13,53.0574452318251,8.79564614966512,38,48,314,719953785,B,0.03188583724886031,0.03188583724886031
4553,6/13/2009 11:44:26 AM,13,53.0578706972301,8.79505329765379,38,38,319,719953785,B,0.02984693505514058,0.02984693505514058
4553,6/13/2009 11:44:31 AM,13,53.0582287721336,8.79451459273696,38,39,315,716671988,B,0.009290487029892448,0.009290487029892448
4553,6/13/2009 11:44:36 AM,13,53.0585791356862,8.79393657669425,39,37,320,716671988,B,0.04557791557573397,0.04557791557573397
4553,6/13/2009 11:44:41 AM,13,53.0588625278324,8.79355536773801,39,26,320,716671988,B,0.06200583152664904,0.06200583152664904
4553,6/13/2009 11:44:46 AM,13,53.0591252166778,8.79320894367993,41,30,319,716671988,B,0.024734552094524475,0.024734552094524475
4553,6/13/2009 11:44:51 AM,13,53.059487817809,8.79270225763321,41,40,318,762772848,B,0.027209603136692108,0.027209603136692108
4553,6/13/2009 11:44:56 AM,13,53.0598768219352,8.79215944558382,42,42,319,762772848,B,0.029265530930298204,0.029265530930298204
4553,6/13/2009 11:45:01 AM,13,53.0602975934744,8.79156072624028,42,43,318,762772848,B,0.09082423030624474,0.09082423030624474
4553,6/13/2009 11:45:06 AM,13,53.0606761202216,8.79102369770408,41,37,319,762772849,B,0.059888767549795205,0.059888767549795205
4553,6/13/2009 11:45:11 AM,13,53.0610546469688,8.79049102775753,41,40,320,762772849,B,0.004783583859183841,0.004783583859183841
4553,6/13/2009 11:45:16 AM,13,53.0614466685802,8.78993312828243,42,40,319,51881430,B,0.03637067901884031,0.03637067901884031
4553,6/13/2009 11:45:21 AM,13,53.0618458986282,8.78937807865441,41,40,321,51881430,B,0.016949008925262896,0.016949008925262896
4553,6/13/2009 11:45:26 AM,13,53.0622172169387,8.7889660242945,42,33,326,51888926,F,0.006375193580892747,0.006375193580892747
4553,6/13/2009 11:45:31 AM,13,53.0624789837748,8.78862706013024,40,17,324,51888926,F,0.0045465501020977095,0.0045465501020977095
4553,6/13/2009 11:45:36 AM,13,53.0624786484987,8.78858012147248,38,0,199,51888926,F,0.0025282990216747947,0.0025282990216747947
4553,6/13/2009 11:45:42 AM,13,53.0624869465828,8.78858305513859,37,0,202,51888926,F,0.0017627943180623627,0.0017627943180623627
4553,6/13/2009 11:45:47 AM,13,53.062487449497,8.78858397714794,37,0,171,51888926,F,0.001749845576428194,0.001749845576428194
4553,6/13/2009 11:45:52 AM,13,53.0624877847731,8.78858339041471,37,0,199,51888926,F,0.0016969275028747587,0.0016969275028747587
4553,6/13/2009 11:45:57 AM,13,53.0624881200492,8.78858347423375,36,0,203,51888926,F,0.0016694577614222426,0.0016694577614222426
4553,6/13/2009 11:46:03 AM,13,53.0624886229634,8.78858406096697,36,0,209,51888926,F,0.001647529193335101,0.001647529193335101
4553,6/13/2009 11:46:08 AM,13,53.0624887906015,8.78858347423375,37,0,198,51888926,F,0.001609044615780846,0.001609044615780846
4553,6/13/2009 11:46:13 AM,13,53.0624891258776,8.78858372569084,37,0,206,51888926,F,0.0015895668953849757,0.0015895668953849757
4554,6/13/2009 11:34:54 AM,13,53.0290412250906,8.80687211640179,46,0,196,554739608,T,0.012710420254866819,0.012710420254866819
4554,6/13/2009 11:34:59 AM,13,53.0290423985571,8.80687412805855,46,0,151,554739608,T,0.012523019254132697,0.012523019254132697
4554,6/13/2009 11:35:04 AM,13,53.0288910213858,8.80688603036106,45,22,198,554739608,T,0.02676638017597937,0.02676638017597937
4554,6/13/2009 11:35:09 AM,13,53.0285448487848,8.80662099458277,45,36,206,554739608,T,0.03483861272668655,0.03483861272668655
4554,6/13/2009 11:35:14 AM,13,53.0280560161918,8.80622964352369,46,45,206,554739608,T,0.026527809418710854,0.026527809418710854
4554,6/13/2009 11:35:19 AM,13,53.027567518875,8.8058424834162,46,40,206,51867079,F,0.007232085289062073,0.007232085289062073
4554,6/13/2009 11:35:24 AM,13,53.0273582227528,8.80567115731537,45,6,206,51867079,F,0.0076137626126983075,0.0076137626126983075
4554,6/13/2009 11:35:29 AM,13,53.0272779241204,8.80560116842389,45,14,207,51867079,F,0.012846744218865586,0.012846744218865586
4554,6/13/2009 11:35:34 AM,13,53.0271795205772,8.8056527171284,46,10,81,51867079,F,0.009519216735580632,0.009519216735580632
4554,6/13/2009 11:35:39 AM,13,53.0274095200002,8.80580434575677,47,26,24,51867079,F,0.009226866906949606,0.009226866906949606
4554,6/13/2009 11:35:44 AM,13,53.0278550181538,8.80616443231702,46,44,26,51867079,F,0.035804661811889904,0.035804661811889904
4554,6/13/2009 11:35:49 AM,13,53.0284179467708,8.80661671981215,46,51,26,554739608,T,0.024396644823907764,0.024396644823907764
4554,6/13/2009 11:35:54 AM,13,53.0289971362799,8.80707445554435,46,50,25,554739611,F,0.010836034737603585,0.010836034737603585
4554,6/13/2009 11:35:59 AM,13,53.029557466507,8.80752632394433,47,49,26,554728248,F,0.005693421620901156,0.005693421620901156
4554,6/13/2009 11:36:04 AM,13,53.0300731211901,8.80794198252261,48,41,26,554728249,F,0.021344223194933107,0.021344223194933107
4554,6/13/2009 11:36:09 AM,13,53.0303090717644,8.80812051706016,49,5,16,554728249,F,0.007812960491064084,0.007812960491064084
4554,6/13/2009 11:36:14 AM,13,53.0303061380982,8.80812018178403,49,0,191,554728249,F,0.007487966478589615,0.007487966478589615
4554,6/13/2009 11:36:19 AM,13,53.0304570961744,8.80822805687785,50,22,27,67942291,F,0.014440333029923324,0.014440333029923324
4554,6/13/2009 11:36:24 AM,13,53.0306682363153,8.80842276848853,51,10,36,51867114,T,0.010495981721325804,0.010495981721325804
